PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Cluster
-1.6836487915335963,-1.0722414849702833,-0.4756600838753843,0.6799277573447753,-0.04319507961092954,-0.0680694164480078,-0.8221552591108217,-0.018951781236515485,0.1183359373192002,0.07819560039756275,0
-1.1340849338928747,2.509149806907927,-0.602216307570963,-0.1095420563192769,-0.6626377674689816,1.1022546330737382,0.3842820789875919,0.1761535467288925,0.6744722711094566,0.7779294704569735,1
0.969394988195596,-0.3835769025902046,-0.09096976159342188,1.2383594046263704,2.1665842055453157,0.3201850119244403,1.5424964390609703,-0.229364328963183,-0.8678027349207055,0.0017440483512642807,0
-0.8882203933584526,0.00464842250548908,-1.499800394477552,1.0752713876665299,-0.22582786896930976,0.17153978414788526,0.2366444333454011,-0.6904102707420611,-0.06424544987946226,-0.393690162362716,0
-1.600020952705586,-0.6837952385254029,-0.3479267102856354,1.0136422161721774,0.4538157364757232,-0.07700427350779389,-0.6982781918996341,0.24531094478539986,0.5780318296337571,0.12207256625554684,0
0.252961336407807,-0.7763781138146589,1.1495971414296902,0.8149874402701378,-0.8268287561175162,-0.4264854972776269,-0.7779432710784955,0.06226121316308771,0.44706451620828097,0.21058671611460342,0
6.35016869852991,-0.70456016657369,-2.0904216881061415,-0.7670419260508039,1.0769412166728174,1.0679577464139374,1.3961530742062285,1.1463282277110256,0.24792288835763265,0.08783197879339183,2
0.2760802328972657,-1.2881453645406122,1.8300847799892634,0.18611707804319993,-0.18207781393726405,0.06565364529350891,-0.4200921896787565,-0.531586290910326,0.13497034830055862,0.9630475354365222,0
-0.44216972843857283,-0.45949624085317087,-0.17810275522591226,1.0311930428297733,0.22692403810807843,0.3018629729207423,0.0901981044990995,-0.42351576262419555,0.7201674002218112,0.09348785219629072,0
-0.5638290416090279,-0.36672094793050447,-1.943200259419746,0.993612616574521,-0.4046458973764442,0.6371912446331536,0.7669807261945034,-1.0664204364796097,-0.28599483786414787,-0.2680013534763752,0
0.5412243386462224,-1.3094738444543954,1.9456978811999655,0.31403593751936154,-0.6626642805662545,-0.3003682346194541,-0.7143893745572127,-0.05789319794743057,0.002979624100689193,0.8384009378973415,0
-0.6860707804980897,-0.7836631362346034,-1.1414370564522565,0.9204502725898244,0.5617584725698092,-0.25728384359588413,-0.5781293585989488,0.08274459274747005,-0.12917038372644835,0.14514925437383372,0
1.9785453477493236,-1.3236240584287375,0.6387797246958544,0.03590564681983132,0.30242981908160693,-0.1626003358942376,-0.4318652749991962,0.12117659106755778,0.1418676453413902,0.49425296731242574,2
1.5592611874235118,-0.880617460310972,0.7606566468199709,0.2913427541303591,-0.4641903075545323,0.2766459534413281,-0.24630658766897834,-0.8924620580627012,0.6821975848823066,-0.302776074503594,0
-1.586504612885382,0.238234795746996,-0.16178801370626048,1.2913154884933566,0.10395257917507639,-0.04071467069522966,-0.31061439201107627,0.12281259213599728,0.7696315756773265,-0.06798122116708082,0
0.7952326246689938,1.8483049587987792,1.2193281228747617,1.0659464661758271,-1.138404620353934,0.12933833860930657,0.37954020164053903,-0.9241277072032443,0.9725983481143482,-0.3426273532676691,1
-2.0958081864395735,0.9594123107442604,-0.5182204095461549,-0.8948128799151379,0.033949415129007905,-2.0440709519013174,0.7131332222778556,-0.37581723484369095,0.8751911655216822,0.10699608973828974,0
-0.9590851980608451,-1.5757743967185451,-0.7411039453606141,-0.1635637536330701,-1.1404786156063769,0.36384390451017684,-0.3032971517666784,-0.350763303178869,-0.654874955736126,-0.2728354893882125,0
0.500905006653886,-0.09518659540234814,0.5670577699646511,1.0165226765002389,-0.24638176250202523,0.9295500889565127,1.2163786320141086,-1.188495463613838,0.7616067610775655,0.253341676733931,0
0.7978026846707675,0.06168003620584421,3.0830903257255127,2.4784186435289173,-2.399219979151101,-1.2830518792476788,1.0737826557185415,2.1004208889748606,-1.18388065415828,0.9662210004274705,0
-0.12716607339797567,-0.054053626374390505,2.491965380894171,2.776302875095351,-2.298663493396658,-1.616746477760407,0.7223603179469942,2.888236157060991,-1.3260915162563196,0.6790855528641575,0
5.528002479957902,1.734357870420275,-0.02607748554243655,0.9536150186753447,1.7682212358563336,-0.805347953998731,0.6418670641295605,-0.8196313289799365,-1.1951551903389668,-0.5576578709926554,2
0.41506038605747425,-1.738876386730177,0.8728416156471857,-0.4592402557851851,-1.0474307555304696,0.12036092974316683,-0.8411398756810237,-0.9278425361112517,-0.7569624020812562,0.9093588194093734,0
2.807502895980753,3.6941827605483337,-0.1646907412105734,-1.374252119732536,-1.1627408469871543,0.703076405820836,-0.5341804669238875,-0.5763463238278587,-0.38407925241712204,2.475885454203722,1
-1.4207512147115369,1.9315859216501037,0.11407465223350194,0.9391471799398232,0.025463771609887418,-0.4671591587112351,0.5130437150151643,-0.15694411637133424,0.9042128520582947,-0.5159749568655146,1
0.1626338246323009,-1.6310025262215877,1.689603512461036,-0.0530254244857627,-0.04519836193959702,0.1955078733702396,-0.5077911086681945,-0.5595324884140729,0.08455393999251307,0.9007807980915616,0
-1.4420878020444878,0.4354277730966407,-0.015411297533214923,0.6261370174683294,0.6901664147504396,-0.149609160934702,-0.7021250348817907,0.4617311583078815,0.10212080104675977,-0.33322995927004234,0
-0.05063148606448459,-1.7705273031474398,1.7423665699386823,-0.12324637929040945,0.07217548167409965,0.051621356257309764,-0.7571266527407047,-0.33878169452211215,-0.05469008017299359,1.0727645381640158,0
-0.005996130748909779,4.131105025478639,1.6129626920885776,-0.2550883153394207,0.5221305360470547,0.5572902736741849,0.6841046358174913,-0.6307604029479019,-0.28004911337447136,-1.0965528223971113,1
-0.7716181604000295,-0.8628181368044049,0.32458959242498625,0.7023600819903253,0.09866415066261111,0.4868155599180617,0.05318402928804024,-0.5270791260340708,0.6280359237926676,0.21344399064015926,0
